Date / Time, _IO_EM_DI_00, _IO_EM_DI_01, _IO_P3_AI_00, _IO_P3_AI_01, TEMP_Scaled_Value, _IO_P2_AO_00, _IO_P2_AO_01, _IO_EM_DO_00, _IO_EM_DO_01
2022-03-03/15:39:30.873609, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:31.423830, False, False, 20921, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:39:31.990030, False, False, 20919, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:32.548701, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:33.102750, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:33.661937, False, False, 20920, 33511, 80.07072448730469, 65535, 65535, False, False
2022-03-03/15:39:34.217913, False, False, 20922, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:39:34.769666, False, False, 20919, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:35.313666, False, False, 20925, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:35.869867, False, False, 20918, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:39:36.410621, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:36.948263, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:37.516053, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:38.066421, False, False, 20922, 33515, 80.08720397949219, 65535, 65535, False, False
2022-03-03/15:39:38.619440, False, False, 20922, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:39:39.166440, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:39.703595, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:40.250291, False, False, 20921, 33515, 80.08720397949219, 65535, 65535, False, False
2022-03-03/15:39:40.809244, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:41.353833, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:41.897167, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:42.457936, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:43.023611, False, False, 20927, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:39:43.570115, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:44.119474, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:44.673587, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:45.226464, False, False, 20921, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:39:45.762383, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:46.324573, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:46.895037, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:47.437742, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:47.977150, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:48.532503, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:49.092532, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:49.651646, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:50.198154, False, False, 20921, 33471, 79.90592956542969, 65535, 65535, False, False
2022-03-03/15:39:50.746273, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:51.296141, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:51.850388, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:52.409220, False, False, 20918, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:52.956028, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:53.496550, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:39:54.059699, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:54.604206, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:55.152753, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:55.705348, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:39:56.254705, False, False, 20918, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:56.794217, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:57.335708, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:39:57.904411, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:39:58.475306, False, False, 20922, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:39:59.050616, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:39:59.591679, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:00.155932, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:00.702374, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:01.259401, False, False, 20924, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:40:01.806276, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:02.352873, False, False, 20923, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:02.901536, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:03.465131, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:04.002127, False, False, 20922, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:40:04.556861, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:05.116150, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:05.678397, False, False, 20913, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:06.227968, False, False, 20915, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:06.783194, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:07.333488, False, False, 20919, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:07.906109, False, False, 20921, 33495, 80.00480651855469, 65535, 65535, False, False
2022-03-03/15:40:08.477211, False, False, 20924, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:09.035298, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:09.594268, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:10.157147, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:10.713207, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:11.260092, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:11.798943, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:12.342812, False, False, 20918, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:12.892329, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:13.461230, False, False, 20923, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:14.010067, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:14.571582, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:15.107866, False, False, 20921, 33470, 79.90180969238281, 65535, 65535, False, False
2022-03-03/15:40:15.667406, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:16.210592, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:16.767146, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:17.325180, False, False, 20923, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:40:17.872459, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:18.418656, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:18.986625, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:19.550011, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:20.102048, False, False, 20922, 33487, 79.97184753417969, 65535, 65535, False, False
2022-03-03/15:40:20.630292, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:21.164688, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:21.719538, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:22.276866, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:22.841070, False, False, 20920, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:23.397092, False, False, 20923, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:23.946639, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:24.492708, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:25.032452, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:25.589646, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:26.150824, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:26.713351, False, False, 20922, 33511, 80.07072448730469, 65535, 65535, False, False
2022-03-03/15:40:27.259777, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:27.812187, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:28.363335, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:28.914051, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:29.460521, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:30.004330, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:30.559938, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:31.122499, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:31.670067, False, False, 20921, 33474, 79.91828918457031, 65535, 65535, False, False
2022-03-03/15:40:32.206895, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:32.755234, False, False, 20921, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:33.302213, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:33.873073, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:34.442801, False, False, 20923, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:34.992126, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:35.547480, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:36.093158, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:36.651292, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:37.217451, False, False, 20920, 33489, 79.98008728027344, 65535, 65535, False, False
2022-03-03/15:40:37.771556, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:38.327701, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:40:38.870648, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:39.416703, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:39.991642, False, False, 20924, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:40.563522, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:41.112748, False, False, 20923, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:41.655090, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:42.200345, False, False, 20920, 33516, 80.09132385253906, 65535, 65535, False, False
2022-03-03/15:40:42.745766, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:43.297414, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:43.846541, False, False, 20922, 33489, 79.98008728027344, 65535, 65535, False, False
2022-03-03/15:40:44.406844, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:44.976076, False, False, 20919, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:45.516617, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:46.058778, False, False, 20919, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:46.612759, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:47.168291, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:47.731234, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:40:48.268082, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:48.811639, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:49.348992, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:49.914936, False, False, 20922, 33473, 79.91416931152344, 65535, 65535, False, False
2022-03-03/15:40:50.463538, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:51.013248, False, False, 20921, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:51.569697, False, False, 20921, 33502, 80.03364562988281, 65535, 65535, False, False
2022-03-03/15:40:52.123115, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:52.677856, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:53.222590, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:53.769780, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:54.316563, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:40:54.859328, False, False, 20920, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:40:55.406355, False, False, 20921, 33505, 80.04600524902344, 65535, 65535, False, False
2022-03-03/15:40:55.961586, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:40:56.505435, False, False, 20918, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:57.053116, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:57.603703, False, False, 20920, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:40:58.166160, False, False, 20921, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:40:58.724166, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:40:59.274937, False, False, 20921, 33490, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:40:59.822182, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:00.384385, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:00.953395, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:01.488223, False, False, 20921, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:41:02.032151, False, False, 20920, 33515, 80.08720397949219, 65535, 65535, False, False
2022-03-03/15:41:02.578087, False, False, 20921, 33515, 80.08720397949219, 65535, 65535, False, False
2022-03-03/15:41:03.125485, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:03.664040, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:04.202862, False, False, 20920, 33511, 80.07072448730469, 65535, 65535, False, False
2022-03-03/15:41:04.751576, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:05.301368, False, False, 20920, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:05.847717, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:41:06.384623, False, False, 20920, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:06.944481, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:07.510761, False, False, 20919, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:08.055009, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:08.647466, False, False, 20922, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:41:09.209005, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:09.777671, False, False, 20925, 33517, 80.09544372558594, 65535, 65535, False, False
2022-03-03/15:41:10.327925, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:10.875365, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:11.432912, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:11.985276, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:12.520582, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:13.059726, False, False, 20920, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:13.615605, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:14.179529, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:14.736617, False, False, 20920, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:15.269749, False, False, 20921, 33515, 80.08720397949219, 65535, 65535, False, False
2022-03-03/15:41:15.816864, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:16.354602, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:16.900060, False, False, 20920, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:17.447235, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:18.016190, False, False, 20920, 33516, 80.09132385253906, 65535, 65535, False, False
2022-03-03/15:41:18.576436, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:19.126596, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:19.663281, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:20.201515, False, False, 20921, 33516, 80.09132385253906, 65535, 65535, False, False
2022-03-03/15:41:20.751701, False, False, 20918, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:21.300801, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:21.850422, False, False, 20922, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:41:22.422519, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:22.968156, False, False, 20922, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:23.521991, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:24.056224, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:24.593470, False, False, 20920, 33470, 79.90180969238281, 65535, 65535, False, False
2022-03-03/15:41:25.127141, False, False, 20921, 33469, 79.89768981933594, 65535, 65535, False, False
2022-03-03/15:41:25.674785, False, False, 20921, 33473, 79.91416931152344, 65535, 65535, False, False
2022-03-03/15:41:26.218179, False, False, 20919, 33470, 79.90180969238281, 65535, 65535, False, False
2022-03-03/15:41:26.789548, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:27.366363, False, False, 20921, 33471, 79.90592956542969, 65535, 65535, False, False
2022-03-03/15:41:27.915892, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:28.444195, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:28.989362, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:29.530652, False, False, 20915, 33489, 79.98008728027344, 65535, 65535, False, False
2022-03-03/15:41:30.082278, False, False, 20918, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:30.620731, False, False, 20920, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:31.174197, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:31.723683, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:32.257835, False, False, 20923, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:32.791423, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:33.335407, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:33.892349, False, False, 20921, 33493, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:34.453184, False, False, 20921, 33489, 79.98008728027344, 65535, 65535, False, False
2022-03-03/15:41:34.999465, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:35.544851, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:36.102167, False, False, 20920, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:41:36.647713, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:37.200276, False, False, 20921, 33489, 79.98008728027344, 65535, 65535, False, False
2022-03-03/15:41:37.762306, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:38.321709, False, False, 20922, 33488, 79.97596740722656, 65535, 65535, False, False
2022-03-03/15:41:38.869620, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:39.414710, False, False, 20919, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:39.966858, False, False, 20923, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:40.522011, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:41.078247, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:41.634112, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:42.185490, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:42.748799, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:43.310445, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:43.868304, False, False, 20921, 33514, 80.08308410644531, 65535, 65535, False, False
2022-03-03/15:41:44.414769, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:44.959288, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:45.501423, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:46.050109, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:46.597635, False, False, 20923, 33494, 80.00068664550781, 65535, 65535, False, False
2022-03-03/15:41:47.168756, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:47.736531, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:48.284849, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:48.826191, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:49.372504, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:49.941658, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:50.498203, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:51.035488, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:51.578289, False, False, 20923, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:41:52.132327, False, False, 20922, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:41:52.698823, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:53.249053, False, False, 20922, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:53.811730, False, False, 20917, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:41:54.366248, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:54.918273, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:55.459702, False, False, 20923, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:41:55.999499, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:56.548930, False, False, 20922, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:57.103313, False, False, 20920, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:57.652722, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:58.219963, False, False, 20921, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:41:58.766330, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
2022-03-03/15:41:59.304373, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:41:59.846508, False, False, 20921, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:42:00.383205, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:42:00.944539, False, False, 20921, 33491, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:42:01.512945, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:42:02.059258, False, False, 20920, 33490, 79.98420715332031, 65535, 65535, False, False
2022-03-03/15:42:02.604797, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:42:03.168278, False, False, 20920, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:42:03.725820, False, False, 20921, 33513, 80.07896423339844, 65535, 65535, False, False
2022-03-03/15:42:04.254511, False, False, 20916, 33512, 80.07484436035156, 65535, 65535, False, False
2022-03-03/15:42:04.785082, False, False, 20922, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:42:05.340411, False, False, 20920, 33492, 79.99244689941406, 65535, 65535, False, False
2022-03-03/15:42:05.906536, False, False, 20921, 33491, 79.98832702636719, 65535, 65535, False, False
2022-03-03/15:42:06.457948, False, False, 20921, 33493, 79.99656677246094, 65535, 65535, False, False
